window,representative,sources,n_sources,n_titles,avg_similarity,coord_score,all_titles,detected_at
2026-04-06 10:00:00+00:00,"Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Israel ataca en Irán el mayor yacimiento de gas natural del mundo mientras EE UU y Teherán negocian una tregua","elcorreo, elpais, google_news_es, google_news_internacional",4,6,0.641,64,"Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Israel ataca en Irán el mayor yacimiento de gas natural del mundo mientras Teherán negocia una tregua con EE UU | Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Israel mata al jefe de inteligencia de la Guardia Revolucionaria de Irán en Teherán - elpais.com | Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Israel ataca en Irán el mayor yacimiento de gas natural del mundo mientras Teherán negocia una tregua con EE UU - elpais.com | Sigue en directo la última hora de la guerra en Oriente Medio: Israel bombardea de nuevo el mayor yacimiento de gas natural del mundo | Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Israel ataca en Irán el mayor yacimiento de gas natural del mundo mientras EE UU y Teherán negocian una tregua",2026-04-07 06:07
2026-04-05 20:00:00+00:00,La NASA publica la primera foto de la cara oculta de la Luna tomada por la misión Artemis II,"google_news_es, heraldo_aragon, okdiario",3,3,0.845,63,La NASA publica la primera foto de la cara oculta de la Luna tomada por la misión Artemis II | La NASA publica la primera foto de la cara oculta de la Luna tomada por la misión Artemis II - Vozpópuli | Publican la primera foto de la cara oculta de la Luna tomada por la misión Artemis II,2026-04-07 06:07
2026-04-06 08:00:00+00:00,Detenido en Seseña (Toledo) un año después de fugarse tras apuñalar a su expareja con un destornillador,"elconfidencial, elcorreo, elespanol, lavanguardia",4,4,0.636,63,Detenido en Toledo después de fugarse tras apuñalar a su expareja con un destornillador | Detenido en Seseña tras un año fugado por apuñalar a su expareja con un destornillador | Detenido en Seseña (Toledo) un año después de fugarse tras apuñalar a su expareja con un destornillador | Detenido el hombre que se ocultó un año en Toledo tras apuñalar con un destornillador a su expareja,2026-04-07 06:07
2026-04-04 06:00:00+00:00,Irán asegura que el estrecho de Ormuz jamás volverá a ser un paso de libre navegación,"20minutos, google_news_es, google_news_internacional",3,3,0.837,62,"Irán asegura que el estrecho de Ormuz jamás volverá a ser un paso de libre navegación | Irán asegura que el estrecho de Ormuz jamás volverá a ser un paso de libre navegación - 20Minutos | Irán asegura que nada volverá a ser ""como antes"" en el estrecho de Ormuz: jamás volverá a ser un paso de libre navegación - El Economista",2026-04-07 06:07
2026-04-06 10:00:00+00:00,"La mujer de Santos Cerdán vuelve a ausentarse de la 'comisión Koldo' del Senado alegando motivos de ""salud""","20minutos, elespanol, elpais, europapress",4,5,0.623,62,"La mujer de Santos Cerdán vuelve a ausentarse de la 'comisión Koldo' del Senado alegando motivos de ""salud"" | La mujer de Santos Cerdán vuelve a ausentarse de la comisión Koldo del Senado alegando motivos de ""salud"" | La esposa de Santos Cerdán no irá este lunes a la comisión del ‘caso Koldo’ del Senado alegando motivos de salud | La esposa de Santos Cerdán rechaza comparecer hoy en la 'comisión Koldo' del Senado alegando motivos de ""salud"" | Samper (Forestalia) exculpa a Santos Cerdán en la 'comisión Koldo' del Senado: ""Conmigo no ha hecho ningún negocio""",2026-04-07 06:07
2026-04-06 16:00:00+00:00,Trump sobre el ultimátum a Irán: «Podemos destruir el país entero en una noche y puede ser mañana»,"elpais, google_news_internacional, okdiario",3,5,0.811,60,"Trump sobre el ultimátum a Irán: «Podemos destruir el país entero en una noche y puede ser mañana» | Trump sobre el ultimátum a Irán: «Podemos destruir el país entero en una noche y puede ser mañana» - OkDiario | Trump sobre el ultimátum a Irán: «Podemos destruir el país entero en una noche y puede ser mañana» - okdiario.com | Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Trump, sobre el ultimátum a Irán: “Podemos destruir un país entero en una noche y esa noche puede ser mañana” | Trump, sobre el ultimátum a Irán: “Podemos destruir un país entero en una noche y esa noche puede ser mañana”",2026-04-07 06:07
2026-04-04 14:00:00+00:00,Trump da 48 horas a Irán para firmar un acuerdo o amenaza con “desatar el infierno”,"elcorreo, google_news_internacional, lavanguardia",3,3,0.775,58,Sigue en directo la última hora de la guerra en Oriente Medio | Trump da 48 horas a Irán para firmar un acuerdo o amenaza con «desatar el infierno» | Trump da 48 horas a Irán para firmar un acuerdo o amenaza con “desatar el infierno” - La Vanguardia | Trump da 48 horas a Irán para firmar un acuerdo o amenaza con “desatar el infierno”,2026-04-07 06:07
2026-04-04 18:00:00+00:00,"Atlético de Madrid – FC Barcelona, en directo, el partido de la Liga, en vivo","elespanol, elpais, google_news_es, levante_emv",4,5,0.575,57,"Atlético de Madrid – FC Barcelona, en directo, el partido de la Liga, en vivo - EL PAÍS | LaLiga: Atlético de Madrid - FC Barcelona, en directo | Atlético de Madrid - FC Barcelona, fútbol hoy en directo: resultado, goleadores y estadísticas en vivo del partido de La Liga | Atlético de Madrid – FC Barcelona, en directo, el partido de la Liga, en vivo | Atlético de Madrid – FC Barcelona, en directo, el partido de la Liga, en vivo | Fútbol | Deportes - EL PAÍS",2026-04-07 06:07
2026-04-06 10:00:00+00:00,Fernández Díaz pide anular los mensajes con su número dos que motivaron su imputación,"20minutos, huffington_es, okdiario",3,3,0.755,56,"Fernández Díaz pide anular los mensajes con su número dos que motivaron su imputación | Fernández Díaz pide anular los mensajes con su nº 2 que motivaron su imputación en la ‘Kitchen’ | Fernández Díaz, exministro del Interior, pide anular los mensajes con su número dos que motivaron su imputación en el caso Kitchen",2026-04-07 06:07
2026-04-04 20:00:00+00:00,"Irán desdeña el ""inútil"" ultimátum de EEUU y advierte de ataques ""sin restricciones"" si Trump cumple sus amenazas","europapress, google_news_es, google_news_internacional",3,3,0.746,55,"Irán desdeña el ""inútil"" y ""estúpido"" ultimátum de EEUU y advierte de ataques ""sin restricciones"" si Trump - La Razón | Irán desdeña el ""inútil"" ultimátum de EEUU y advierte de ataques ""sin restricciones"" si Trump cumple sus amenazas - Europa Press | Irán desdeña el ""inútil"" ultimátum de EEUU y advierte de ataques ""sin restricciones"" si Trump cumple sus amenazas",2026-04-07 06:07
2026-04-06 08:00:00+00:00,Muere el jefe de Inteligencia de la Guardia Revolucionaria en un ataque de EEUU e Israel,"elmundo, europapress, google_news_es, infolibre",4,7,0.555,55,"Muere el jefe de Inteligencia de la Guardia Revolucionaria en un ataque de EEUU e Israel | Muere el jefe de Inteligencia de la Guardia Revolucionaria y un comandante de la Fuerza Quds - El Mundo | Muere el jefe de Inteligencia de la Guardia Revolucionaria en un ataque de EEUU e Israel - El Mundo | Irán confirma la muerte del jefe de Inteligencia de la Guardia Revolucionaria en un ataque de Israel - elDiario.es | Guerra en Irán, en directo | Muere el jefe de inteligencia de la Guardia Revolucionaria iraní - Expansión",2026-04-07 06:07
2026-04-04 08:00:00+00:00,"España, Alemania, Italia, Austria y Portugal piden a la Comisión Europea un impuesto a los beneficios de las energéticas","el_confidencial_economia, elcorreo, elmundo, google_news_economia",4,18,0.559,55,"España, Alemania, Italia, Portugal y Austria piden a la Comisión Europea un impuesto a energéticas por la guerra en Irán - Vozpópuli | España, Alemania, Italia, Austria y Portugal piden a la Comisión Europea un impuesto sobre las empresas energéticas - Artículo 14 | España, Alemania, Italia, Austria y Portugal piden a la Comisión Europea un impuesto a energéticas por la guerra en Irán - Europa Press | España, Alemania, Italia, Austria y Portugal piden a la Comisión Europea un impuesto a energéticas por la guerra en Irán - europapress.es | España, Alemania, Italia, Austria y Portugal piden a la Comisión Europea un impuesto a los beneficios de las energéticas",2026-04-07 06:07
2026-04-05 10:00:00+00:00,"El Papa León XIV en su primer Domingo de Pascua: ""¡Quienes tienen el poder de desatar las guerras elijan la paz!""","elcorreo, elmundo, google_news_internacional",3,3,0.741,55,"El grito del Papa en su mensaje pascual: «¡Que quienes tienen el poder de desatar guerras, elijan la paz!» | El Papa León XIV en su primer Domingo de Pascua: ""¡Quienes tienen el poder de desatar las guerras elijan la paz!"" | El Papa León XIV en su primer Domingo de Pascua: ""¡Quienes tienen el poder de desatar las guerras elijan la paz!"" - El Mundo",2026-04-07 06:07
2026-04-04 10:00:00+00:00,"Lotería Nacional: comprobar los resultados del sorteo de hoy, sábado 4 de abril - Diario AS","20minutos, elcorreo, elpais, google_news_es",4,6,0.548,54,"Lotería Nacional: comprobar los resultados del sorteo de hoy, sábado 4 de abril - Diario AS | Lotería Nacional en directo: comprobar los resultados del sorteo de hoy, sábado 4 de abril - Diario AS | Lotería Nacional: comprobar el sorteo del sábado 4 de abril | Lotería Nacional: comprobar el sorteo del sábado 4 de abril - EL PAÍS | La Lotería Nacional del sábado: comprobar resultados del 4 de abril",2026-04-07 06:07
2026-04-06 08:00:00+00:00,"Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Israel mata al jefe de inteligencia de la Guardia Revolucionaria de Irán en Teherán - EL PAÍS","elpais, google_news_es, google_news_internacional",3,3,0.731,54,"Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Irán advierte de que no reabrirá el estrecho de Ormuz a cambio de una tregua temporal - EL PAÍS | Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Israel mata al jefe de inteligencia de la Guardia Revolucionaria de Irán en Teherán - EL PAÍS | Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Israel mata al jefe de inteligencia de la Guardia Revolucionaria de Irán en Teherán",2026-04-07 06:07
2026-04-04 08:00:00+00:00,Investigan la muerte de un hombre en un incendio en una vivienda en Valladolid,"elmundo, heraldo_aragon, levante_emv",3,3,0.725,54,"Investigan la muerte de un hombre en un incendio en una vivienda en Valladolid | Investigan la muerte de un hombre en un incendio en una vivienda en Tudela (Valladolid) por ""indicios de criminalidad"" | Investigan la muerte de un hombre en un incendio en una vivienda unifamiliar de Valladolid",2026-04-07 06:07
2026-04-04 10:00:00+00:00,"Guardiola abre la puerta a Rodri: ""Nadie puede rechazar al Real Madrid""","20minutos, google_news_es, levante_emv",3,3,0.695,52,"Guardiola abre la puerta a Rodri: ""Ningún jugador rechazaría jugar en el Real Madrid"" | Guardiola abre la puerta a Rodri: ""Nadie puede rechazar al Real Madrid"" | Guardiola abre la puerta a Rodri: ""Nadie puede rechazar al Real Madrid"" - Yahoo",2026-04-07 06:07
2026-04-06 10:00:00+00:00,"Vinicius: ""No pude conectar con Xabi, jugaba pocos minutos. Pero con Arbeloa tengo una conexión maravillosa, como con Ancelotti""","elcorreo, elmundo, google_news_es",3,3,0.7,52,"Vinicius: «No fui capaz de conectar con Xabi; con Arbeloa la conexión es maravillosa» | Vinicius: ""No pude conectar con Xabi, jugaba pocos minutos. Pero con Arbeloa tengo una conexión maravillosa, como con Ancelotti"" | Vinicius: ""No pude conectar con Xabi, jugaba pocos minutos. Pero con Arbeloa tengo una conexión maravillosa, como con Ancelotti"" - El Mundo",2026-04-07 06:07
2026-04-04 06:00:00+00:00,"España, Alemania, Italia, Austria y Portugal piden a Bruselas un impuesto a los beneficios de las energéticas","elpais, google_news_economia, google_news_es",3,4,0.692,51,"España, Alemania, Italia, Portugal y Austria piden a la UE un impuesto a los beneficios extraordinarios de las energéticas - RTVE.es | España, Alemania, Italia, Austria y Portugal piden a Bruselas un impuesto a los beneficios de las energéticas - EL PAÍS | España, Alemania, Italia, Austria y Portugal piden a Bruselas un impuesto a los beneficios de las energéticas | España, Alemania, Italia, Austria y Portugal piden a Bruselas un impuesto a los beneficios de las energéticas - elpais.com",2026-04-07 06:07
2026-04-06 12:00:00+00:00,Génova evita defender a Rajoy tras los ataques de Bárcenas y marca distancias: “El PP de 2026 no es Kitchen ni Gürtel”,"elpais_espana, google_news_es, levante_emv",3,3,0.672,50,"Génova evita defender a Rajoy tras los ataques de Bárcenas y marca distancias: “El PP de 2026 no es Kitchen ni Gürtel” | Génova evita defender a Rajoy tras los ataques de Bárcenas y marca distancias: “El PP de 2026 no es Kitchen ni Gürtel” - EL PAÍS | Juan Bravo: ""El PP de 2026 no es Kitchen, ni Gürtel""",2026-04-07 06:07
2026-04-04 12:00:00+00:00,"LaLiga: Mallorca - Real Madrid, en directo","elcorreo, elpais, google_news_es, levante_emv",4,4,0.485,48,"LaLiga: Mallorca - Real Madrid, en directo | Mallorca - Real Madrid en directo, el partido de LaLiga en vivo - EL PAÍS | Mallorca - Real Madrid en directo | Leo Román evita el primero del Madrid | Directo | Mallorca - Real Madrid",2026-04-07 06:07
2026-04-05 04:00:00+00:00,"Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Trump anuncia el rescate del segundo piloto del caza derribado por Irán","elpais, google_news_internacional, lavanguardia",3,3,0.635,47,"Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Trump anuncia el rescate del segundo piloto del caza derribado por Irán | Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Trump anuncia el rescate del segundo piloto del caza derribado por Irán - EL PAÍS | Última hora de la guerra entre EE.UU. e Israel contra Irán, en directo | Trump asegura que este lunes puede llegar el acuerdo con Irán",2026-04-07 06:07
2026-04-06 08:00:00+00:00,"EEUU, Irán y varios mediadores debaten un posible alto el fuego de 45 días","google_news_es, google_news_internacional, infolibre",3,3,0.64,47,"EEUU, Irán y varios mediadores debaten un posible alto el fuego de 45 días | EEUU, Irán y varios mediadores debaten un posible alto el fuego de 45 días - infoLibre | Guerra en Irán, última hora hoy, en directo | EEUU e Irán reciben de Pakistán un plan de paz para un posible alto el fuego de 45 días - El Mundo",2026-04-07 06:07
2026-04-04 08:00:00+00:00,"España, Alemania, Italia, Austria y Portugal piden a Bruselas un impuesto sobre los beneficios de las energ... - ABC","20minutos, europapress, google_news_economia",3,8,0.617,46,"España, Alemania, Austria y Portugal piden a Bruselas un impuesto a las energéticas por la guerra - es.ara.cat | España, Alemania, Italia, Austria y Portugal piden a la Comisión Europea un impuesto a energéticas por la guerra en Irán | España, Alemania, Italia, Austria y Portugal piden a la Comisión Europea un impuesto a energéticas por la guerra en Irán - Bolsamania | España, Alemania, Italia, Austria y Portugal piden a Bruselas un nuevo impuesto sobre los beneficios de las energéticas | España, Alemania, Italia, Austria y Portugal piden a Bruselas un impuesto a los beneficios de las energéticas - El HuffPost",2026-04-07 06:07
2026-04-04 20:00:00+00:00,El Barça da un golpe a la Liga en el Metropolitano,"elcorreo, elpais, lavanguardia",3,3,0.604,45,El Barça da un golpe a la Liga en el Metropolitano | El Barça da un golpe de rebote a la Liga | El Barça da un golpe a la Liga tras ganar al Atlético en el Metropolitano,2026-04-07 06:07
2026-04-04 08:00:00+00:00,Detenidos dos hermanos por violar a una mujer en un coche en el barrio de Malilla,"elconfidencial, europapress, lavanguardia",3,4,0.606,45,Detenidos dos hermanos por violar a una mujer en un coche en un descampado de València | En libertad sin cargos los hermanos detenidos por violar a una mujer en un coche en València | Detenidos dos hermanos por violar a una mujer en un coche en el barrio de Malilla (Valencia) | Detenidos dos hermanos por violar a una mujer en un coche en el barrio de Malilla,2026-04-07 06:07
2026-04-06 18:00:00+00:00,"Bonoloto: comprobar el resultado del sorteo de hoy, lunes 6 de abril de 2026","google_news_es, levante_emv, okdiario",3,3,0.579,43,"Sorteo Bonoloto del lunes 6 de abril de 2026 | Bonoloto: comprobar el resultado del sorteo de hoy, lunes 6 de abril de 2026 | Bonoloto: Comprueba el resultado del sorteo de hoy, lunes 6 de abril de 2026 - La Razón",2026-04-07 06:07
2026-04-04 10:00:00+00:00,Feijóo desvela que habló con Abascal tras las elecciones de Castilla y León: «No podemos defraudar a la gente»,"google_news_politica, huffington_es, okdiario",3,5,0.571,42,"Feijóo desvela que habló con Abascal tras las elecciones de Castilla y León - The Objective | Feijóo desvela que habló con Abascal tras las elecciones de Castilla y León - theobjective.com | Feijóo desvela que habló con Abascal tras las elecciones de Castilla y León: «No podemos defraudar a la gente» | Feijóo habla con Abascal tras las elecciones de Castilla y León: ""No podemos defraudar a la gente"" - antena3.com | Feijóo revela ahora que habló con Abascal tras las elecciones de Castilla y León: &quot;El resultado de las urnas es inapelable&quot;",2026-04-07 06:07
2026-04-06 06:00:00+00:00,España supera por primera vez la barrera de los 22 millones de ocupados - lavozdegalicia.es,"elcorreo, google_news_economia, google_news_es",3,7,0.546,40,España supera por primera vez la barrera de los 22 millones de ocupados - La Voz de Galicia | España supera por primera vez la barrera de los 22 millones de ocupados - lavozdegalicia.es | Gráficos | España supera por primera vez los 22 millones de ocupados - Atlántico | Gráfico | España supera por primera vez los 22 millones de ocupados - Atlántico | España cruza por primera vez la barrera de los 22 millones de ocupados,2026-04-07 06:07
2026-04-06 14:00:00+00:00,"Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Israel afirma que ha matado al jefe de operaciones encubiertas de la fuerza Al Quds","elpais, google_news_es, google_news_internacional",3,6,0.546,40,"Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Trump asegura que el ultimátum a Irán de este martes es “improrrogable” | Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Trump asegura que el ultimátum a Irán de este martes es “improrrogable” - EL PAÍS | Sigue en directo la última hora de la guerra en Oriente Medio: Trump afirma que el ultimátum a Irán de este martes es «improrrogable - El Correo | Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Israel afirma que ha matado al jefe de operaciones encubiertas de la fuerza Al Quds - elpais.com | Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Israel afirma que ha matado al jefe de operaciones encubiertas de la fuerza Al Quds",2026-04-07 06:07
2026-04-06 16:00:00+00:00,Trump vuelve a cargar contra OTAN: «Debería avergonzarse de sí misma»,"elcorreo, google_news_internacional, infolibre",3,3,0.521,39,"Trump vuelve a cargar contra OTAN: «Debería avergonzarse de sí misma» | Trump dice que la OTAN debería ""avergonzarse"" y vuelve a insinuar que podría abandonarla | Trump estudia salirse de la OTAN: «Debería avergonzarse de sí misma» - ABC",2026-04-07 06:07
2026-04-05 14:00:00+00:00,El abrazo entre el Rey Juan Carlos y Victoria Federica a su llegada a Sevilla,"20minutos, google_news_es, levante_emv",3,3,0.533,39,"El abrazo entre el Rey Juan Carlos y Victoria Federica a su llegada a Sevilla | El rey Juan Carlos, en Sevilla, con sus nietos Felipe Juan Froilán y Victoria Federica | Un paso más: Victoria Federica presenta a su nuevo novio a su abuelo, el Rey Juan Carlos I - La Razón",2026-04-07 06:07
2026-04-05 04:00:00+00:00,"Guerra en Irán, última hora en directo: EEUU rescata 'sano y salvo' al segundo piloto del caza derribado en Irán - El Periódico","elcorreo, google_news_internacional, sur",3,4,0.524,39,"Sigue en directo la última hora de la guerra en Oriente Medio | EE UU rescata «sano y salvo» al piloto del caza derribado por Irán | Sigue en directo la última hora de la guerra en Oriente Medio | Rescatan «sano y salvo» al piloto estadounidense desaparecido | Guerra en Irán, última hora en directo: EEUU rescata 'sano y salvo' al segundo piloto del caza derribado en Irán - El Periódico | Guerra en Irán, última hora en directo: EEUU rescata ""sano y salvo"" al segundo piloto del caza derribado en Irán - El Periódico",2026-04-07 06:07
2026-04-05 14:00:00+00:00,Rafa Jódar logra brillantemente en Marrakech su primer título ATP - FTM,"google_news_es, lavanguardia, okdiario",3,3,0.513,38,Rafa Jódar logra brillantemente en Marrakech su primer título ATP - FTM | Tenemos que memorizar otro nombre: Rafa Jódar gana su primer título en Marrakech | Rafa Jódar ya está aquí: conquista Marrakech y logra su primer título profesional,2026-04-07 06:07
2026-04-04 10:00:00+00:00,España pide a la Comisión Europea un impuesto a energéticas por la guerra en Irán - lasprovincias.es,"expansion, google_news_economia, infolibre",3,8,0.491,36,España y otros cuatro países piden a la Comisión Europea un impuesto a energéticas por la guerra en Irán - PressDigital | España pide a la Comisión Europea un impuesto a energéticas por la guerra en Irán - ABC | España pide a la Comisión Europea un impuesto a energéticas por la guerra en Irán - abc.es | España pide a la Comisión Europea un impuesto a energéticas por la guerra en Irán - Las Provincias | España pide a la Comisión Europea un impuesto a energéticas por la guerra en Irán - lasprovincias.es,2026-04-07 06:07
2026-04-04 08:00:00+00:00,"Aitana se confiesa ante Rosalía y miles de espectadores: ""Sebastián Yatra me dijo que podía ser infiel""","elcorreo, google_news_es, heraldo_aragon",3,3,0.487,36,"Aitana se confiesa ante Rosalía y miles de espectadores: ""Sebastián Yatra me dijo que podía ser infiel"" | Aitana se confiesa ante Rosalía -y miles de espectadores- sobre su relación con Sebastián Yatra - La Razón | Aitana se confiesa con Rosalía sobre su ruptura con Sebastián Yatra: «Me dijo que al año podría ser infiel»",2026-04-07 06:07
2026-04-06 04:00:00+00:00,"Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Al menos 17 muertos en Irán tras los nuevos ataques de EE UU e Israel","elpais, google_news_es, google_news_internacional",3,3,0.49,36,"Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | Al menos 17 muertos en Irán tras los nuevos ataques de EE UU e Israel | Última hora de la guerra de Estados Unidos e Israel contra Irán, en directo | - EL PAÍS | Guerra en Irán, última hora hoy, en directo | Nuevos ataques de EEUU e Israel dejan al menos 17 muertos en Irán - El Mundo",2026-04-07 06:07
2026-04-05 16:00:00+00:00,Ovación al rey Juan Carlos en la Maestranza de Sevilla,"20minutos, lavanguardia, levante_emv",3,3,0.474,35,Ovación al rey Juan Carlos en la Maestranza de Sevilla | Sevilla brinda al rey Juan Carlos ovación y “vuelta al ruedo” en la Maestranza | Ovación al rey Juan Carlos en su visita a la Maestranza de Sevilla para ver a Morante de la Puebla,2026-04-07 06:07
2026-04-06 14:00:00+00:00,Los astronautas de la misión Artemis II hacen historia y llegan a la cara oculta de la Luna,"20minutos, heraldo_aragon, newtral, okdiario",4,4,0.357,35,"Los astronautas de la misión Artemis II hacen historia y llegan a la cara oculta de la Luna | Misión Artemis II de la NASA, en directo | La nave Orion llega hoy a la ‘cara oculta’ de la Luna | La imagen de los astronautas de la misión Artemis II con arnés y frente a un croma es un montaje | El único objeto humano en la cara oculta de la Luna es chino: así ha sido la historia de los alunizajes",2026-04-07 06:07
